text,trans
プロデューサーさん……甜花は、ここにいるよ……,制作人先生……甜花，就在这里哟……
えっと……待ってるあいだ、ダンスの勉強……\nしようかな……,那个……等待的期间，要不要……\n练习跳舞呢
お仕事まで……\nネット……見てようかな……,工作开始前……\n先……上会儿网吧……
ぷ、プロデューサーさん……\n今日は……えと、その……\n……なんでもない、です……,制、制作人……\n今天……是，那个……\n……没，没什么……
これ、もらっていいの……？\nにへへ、ありがと……\nでも、なんでだっけ……？,这个，真的可以收下吗……？\n诶嘿嘿，谢谢……\n但是，为了什么来着……？
甜花の、へたっぴだった……\nでも、もらっていいの……？\nなら……一緒に食べたい、な,甜花的，做的一团糟……\n但是，真的可以收下吗……？\n那么……一起吃吧，可以吗
お願いごと、何にしよ……\n……あ、そうだ……お仕事の日、起きれますように……！,愿望，许什么好呢……\n……啊，对了……工作的日子，希望能起得了床……！
お月様、見たい……けど、眠い……そうだ、今からお昼寝してれば……眠く、ならない……！,好想看，月亮啊……但是，好困……对了，如果现在开始就午睡的话……晚上，就不会困了……！
い、いたずらしちゃうぞ～！\n……え？　えと……いたずらって……何するんだろ……？,要、要恶作剧了哦～！\n……哎？　那个……恶作剧……到底要做什么来着……？
あ、プロデューサーさん……,啊，制作人……
ん、んんー……\n寝癖……あった……？,唔、嗯嗯……\n头发……睡乱了吗……？
にへへ……\n甜花、頑張った……\nだから……もっと……,诶嘿嘿……\n甜花，努力了……\n所以……再来……
……や……\nやめて、くださいぃ……！,……请……\n请不要，这样做……！
これ……\nなーちゃん、言ってた……\n変なこと……？,这个……\n就是小奈说过的……\n奇怪的事……？
プロデューサーさん……？\n服、変だった……？,制作人……？\n衣服，很奇怪吗……？
今日の甜花は、完璧……！\n髪、跳ねてないし……\n服も、裏表逆じゃない……！,今日的甜花，很完美……！\n头发，没有乱……\n衣服也，没有搞错正反……！
たーまやー……\n……たまやさんって、何屋さんなんだろ……,玉——屋——……\n……玉屋是，什么店来着……
……やっほー……,……呀嚯——……
プロデューサーさんの、おかげで……\n甜花も、咲けたんだ……,多亏了制作人……\n甜花也，绽放了呢……
これからも、甜花と、なーちゃんと、千雪さんで……満開の、アルストロメリア……！,甜花，小奈和千雪从今以后也要一起，……满开的，ALSTROEMERIA……！
…………………………\n…………～～ぷはぁっ！,…………………………\n…………～～噗哈！
お花の、妖精さん……\nお花畑で……お昼寝中……,花之妖精……\n正在在花田之中……午睡……
きらきら～……\nきらきらきら～……,

#千雪↓,
プロデューサーさん\n……ふふ、とっても眠そう,制作人先生\n……呼呼，看着非常困的样子
プロデューサーさん……\nもう、また裾がほつれちゃってますよ？,制作人先生……\n真是的，衣领又开线了哦？
プロデューサーさん\n今日も応援してくださいね！,制作人先生\n今天也请为我加油哦！
もう……！　今回だけは、内緒にしてあげます,真是的……！只有这次，我会保密的
こらこら、だめですよ\n……だーめ！,哎呀哎呀，不行哟\n……不行！
こ〜ら、他の子にしちゃだめですよ？,哎呀，不能对别的孩子这么做哦？
ふふ、くすぐったいです～\nめっ、ですよ？,呵呵，好痒～
もう、いたずらするのはどの子ですか,真是的，是哪个淘气的孩子呀
ふふ、プロデューサーさんは\n甘えん坊さんなんですか？,呵呵，制作人先生\n是个爱撒娇的孩子吗？
プロデューサーさん\nお茶にしませんか〜？,制作人先生\n要喝杯茶吗～？
プロデューサーさ〜ん……\nもう……からかわないでください〜,制作人先生……\n真是的……请不要捉弄我～
プロデューサーさん\nふふ、だーれだ？,制作人先生\n呵呵，猜猜我是谁？
ふふ、今日もレッスンがんばります♪,呵呵，今天也会努力上课的♪
おはようございます\n……え？　つ、疲れてなんてないですよ〜,早上好\n……诶？　我一点都不累哟～
プロデューサーさん、何か繕い物はないですか？,制作人先生，有什么要补的吗？
今なら、何かが掴めそうな……,现在的话，应该能掌握点什么……
プ、プロデューサーさん？　どうされたんですか？,制，制作人先生？　你怎么了？
や、やめないと怒っちゃいますよ？,不，不住手的话会生气的哦？
プロデューサーさんは\nそんな人じゃない……ですよね……？,制作人先生\n不是那种人……对吧……？
……プロデューサーさん、\n女の子に急に触っちゃ、だめなんですよ？,……制作人先生\n不能突然碰女孩子哦？
きゃっ！\nび……びっくりしました,呀！\n……吓了我一跳
こ～ら、プロデューサーさん\nそういうのはダメです,哎呀，制作人先生\n这样是不行的
プロデューサーさ〜ん……\nあれ……？,制作人先生……\n咦……？
プロデューサーさん\n小物を買うときは、連れていってくださいね？,制作人先生\n买小饰品的时候请带我一起去，好吗？
プロデューサーさん\n眉間にしわが寄ってますよ？,制作人先生\n你的眉间有皱纹哦？
プロデューサーさ〜ん……\n……私、期待しちゃってた\nみたいです……,制作人……\n我，好像是在期待着什么呢…
そっかぁ、今日はホワイト\nデーでしたね……！　ふふっ\nありがとうございます♪,这样啊，今天是白色情人节啊……!　呵呵…\n十分感谢♪
わ……！　お返しなんて……\nでも、とっても嬉しいですっ\n……ありがとうございます,哇……！　回礼什么的……\n不过，我非常的开心呢……\n谢谢。
お願いごと……アイドルとして頑張っていれば、あの星まで届くでしょうか……？,想要实现的愿望……如果作为偶像努力下去的话，有朝一日能否传达到那颗星星上呢……？
プロデューサーさん。\nせっかくなので、お月見しな\nがら少し休憩しませんか？,制作人。\n机会难得\n趁赏月的时候休息一会怎么样？
わんわんっ！　……ええと、\nハロウィンなので、いたずら\nのつもりでした……！,汪汪！　……那个\n因为是万圣节，所以本打算恶作剧一下的……!
挨拶は、プロデューサーさんに\n教えていただいた\n基本、ですから,因为问候，是制作人告诉我的\n最基本的事
……私にできることがあったら\nなんでも、言ってくださいね,……只要是我能够做到的事\n不管是什么，都请和我说哦
いつか、プロデューサーさんに\n本当に頼ってもらえるように\nなりたいなって……,有朝一日，\n希望能让制作人真正的依靠我呢……
なでなで……？\nもう、ふふ……\n子どもじゃないですから,摸头……？\n真是的，呵呵……\n又不是小孩子了
──優しいです、それは……\nずるいです……,──真温柔呢，但是……\n好狡猾啊……
あっ……ええと……\nどういう……,啊……那个……\n这到底是……
ダメです、プロデューサーさん\nそういうの、\n勘違いされちゃいますよ？,不行的哦，制作人\n那样做会被人误会的哦？
わ、すみません……！\n私、ぼんやりしてました……？,哇、对不起……！\n我，刚才发呆了吗……？
──いたた……\n筋肉痛みたいです\nふふ、見抜かれちゃいますね,──疼疼疼……\n肌肉好像开始疼了\n呵呵，被看穿了呢
この場所には……\n小さな幸せが、\nたくさんですね……！,在这个地方……\n堆积着许多小小的幸福……！
幸せ──……\nプロデューサーさんの\n優しさのおかげです,好幸福──……\n是因为制作人的温柔呢
今、この時間だけは\n──ふたり占め……なんて,仅仅此时此刻\n──只属于二人的时间……什么的
人が、観覧車に乗る理由──\n……こんな時間を過ごすため\nなのかもしれないなぁって,人们，乘坐摩天轮的理由──\n……可能就是为了\n度过这样的时间也说不定
神様も知らない　秘密の花園\n夜が明ける前に会いに来て──,连神也不知道的　秘密的花园\n在拂晓之前来与我相见吧——
どんな夜明けも、\nプロデューサーさんと一緒なら\n大丈夫だから……,无论是怎样的黎明，\n只要和制作人在一起的话\n就没问题了……
今日のステージをたとえるなら\n開花の時──そんな気持ちです\n……ふふ、大げさでしょうか？,如果要拿今天的舞台作比喻的话\n开花之时──那样的心情\n……呵呵，是不是太夸张了呢？
今日の桑山千雪も、\nきっと見守っていてくださいね,今天的桑山千雪\n也请你好好的守护着哦

#朝日↓,
願いって、誰が、どうやって聞き届けてくれてるんすかねぇ……,愿望，到底是谁、通过什么方法接收到的呢…
あのウサギ、すごい進化してるっすよね！　酸素がなくても生きられるってすごいっす！,那只兔子，进化的很厉害啊！　不需要氧气也能生存什么的，真厉害呢！
毎日ハロウィンだといいっすね！　面白い格好の人、街でたくさん見れるっすから！,如果每天都是万圣节就好了呢！　因为在街上见到了好多穿着有趣衣服的人！
あはは、\nワクワクしてきたっす！,啊哈哈，\n真是兴奋不已呢！
プロデューサーさん、この間\nすごい人見つけたんすよ！,制作人，\n最近我发现了很厉害的人呢！
あ、どしたっすか？　\nプロデューサーさん？,啊，怎么了？　\n制作人？
意味もなくわしゃわしゃ\nしないでほしいっす,希望不要再做\n这种意义不明的抚摸行为
あはは！\nプロデューサーさん\n撫でるの上手いっすね！,啊哈哈！\n制作人\n很擅长摸头呢！
プロデューサーさんって\n意味ないことするの\n好きなんすか？　ヒマなんすね,制作人\n很喜欢做这种意义不明的事情吗？\n真闲呢
どういう意味っすか、これ？\n教えてほしいっす\nそしたら何も言わないっす,什么意思啊、这个？\n希望你能告诉我呢\n这样我就不说什么了
ん？　なんすか？\nプロデューサーさんの\n気配くらいわかるっすよ？,嗯？　怎么了？\n制作人的\n气息还是能感受到的哦？
気付いてても\n避けないっす！,即使注意到了\n我也不会避开的！
助手やってくれるっすか、\nプロデューサーさん！,来当我的助手吗、\n制作人！
飛行機来てるっす！\n追いかけるっすよー！,飞机飞过来了！\n要追上去了哦ー！
手、出してほしいっす\nプロデューサーさんにも\nクワガタ見せたいんで,手、希望能伸出来呢\n因为想让制作人看看\n这个大锹形虫呢！
行くだけっす\n行く以外の選択肢がないっすから,只能上了\n因为除此以外没有其他选项了
来るっすよ\nすごいもの見せてあげるっす,来了呢\n我要让你看看很厉害的东西
わたしたちの光\n受け止めてほしいっす！\nさぁ、行くっすよ！,我们的光芒\n希望你能够接收到！\n好，出发吧！
あ！\nおはよっす！,啊！\n早上好！
今日は何をするっす？,今天要做什么呢？
何か面白いこと\nないっすかね～,就没有什么有趣的事情吗～
今日はなんか起きる気がするっす～,
えっ？　何してるんすか？,诶？在做什么啊？
これ、なんの意味が\nあるんすか？,这个，有什么意义吗？
ん～……なんか嫌な感じっす,嗯……感觉很不好
ん？　どうかしたんすか？,嗯？怎么了吗?
プロデューサーさんも\n退屈なんすか？,制作人也很无聊吗？
わっ！\nもー、急になんなんすか？,哇！\n真是，突然干什么啊？
それっ！\nあ、靴飛ばしたら\n立ったっす！,
あ！　今何か光ったっすよ！\n窓の外！,啊！刚才在窗外，\n有什么闪闪发光的东西！
む～……\n何も起きないっす～,唔……\n什么都没有发生啊～
プロデューサーさん！\n今日は何かいいことが\n起きそうっすね！,
おはよーっす！　\nプロデューサーさんも\nごきげんそうっすね！,
さっき、\n面白いことあったんすよ！\nあはは、聞きたいっすか？,
今日はなんか起きる気がするっす～,
嫌じゃないんすけど……\n相変わらず意味が\nわかんないっす,虽然不讨厌……\n还是一如既往不知道有什么意义的事呢
プロデューサーさんは\n楽しい感じなんすか？\nこれ,制作人，做这种事，\n感觉很开心吗？
なんか鼓動が\n早くなるんすよね,感觉心跳是不是快了一点呢
あ！　暇だったり\nするっすか？\nじゃあ一緒に遊ぶっす！,啊！你也很闲吗？\n那么一起玩吧！
！\n今の刺激ですごいこと\nひらめいたっす！,! 通过刚刚的刺激\n想到很不得了的东西了
プロデューサーさん、\nよく触るっすね\nあはは、触り返すっすよ！,制作人，老是来摸呢。\n啊哈哈，我要摸回去咯！
プロデューサーさん！\n楽しいこと思いついたっす！\n一緒にやるっすよ,
ワクワクするっす～,
テレビ見るっすよ！\nプロデューサーさん！\n面白そうなのやってるっす！,

#冬优子,
願い事とか、見える場所に飾るの苦手なのよね……\n……見たら承知しないから！,愿望什么的，真是不喜欢放在可以看得见的地方呢……\n……敢看的话我可饶不了你！
ぼーっと月見てるだけの何が楽しいんだか……ねえあんた、なんか面白いことしなさいよ,真搞不懂只是呆呆地看月亮有什么好玩的……喂，你快点做些有意思的事吧
ねえ、お菓子ある？\n……あ、持ってんの？\nじゃあ後でにするわ,呐，你带着点心吗？\n……啊，带着的吗？那待会儿就要做了哦
プロデューサーさんには……\nなんでもお見通しなんですね♡,制作人真的是……\n什么都能想得到呢♡
ふゆは、どんなアイドルになれると思いますか？,你觉得，冬优会成为什么样的偶像呢?
もっともっと、みんなに\n楽しい気持ちを届けられるよう頑張ります,我会更加努力，\n因为要把快乐的心情传递给大家
ちょっとバカ\nちゃんとセットしてるんだから\nやめなさい,喂 笨蛋\n好不容易做好的发型\n快停下来
ふふ、サラサラでしょ\nこれでも結構\n気を遣ってるんだから,哼哼，很光滑吧\n别看这样我可是很用心保养的啊
……まずは土下座\nそれで、許すかどうか\n検討だけはしてあげる,……先跪下吧\n然后，我就考虑一下是否原谅你
……ふゆ、自分の\nプロデューサーが逮捕なんて話\n聞きたくないんだけど,……冬优，可不想听到自己的制作人\n被逮捕之类的事情哦
な、何よ……\n言いたいことがあるなら\n言いなさいよ,干，干什么啊……\n如果你有话想说的话就请说啊
ひゃわ……っ！\n……あんた、今の聞いた？\n聞いたんなら忘れなさい今すぐ,啊呜……啊！\n……刚才的，你听到了吗？\n听到的话就赶紧给我忘掉
わあ～♡\nこのセット、\nすっごく可愛いです～♡,哇啊～♡\n这个发型，真的好可爱啊～♡
お疲れ様です、プロデューサーさん\n今日もいっぱい頑張りますね♡,辛苦了，制作人先生\n今天也会加倍努力的哦♡
今日はどんなドキドキが\n待ってるんだろう……\nとっても楽しみです,今天会有什么让人心动的事情\n在等着我呢……\n真是期待
アイドルのお仕事、すごく楽しいです\nもっといろんなことがしてみたいな♡,偶像的工作，非常开心\n好想尝试更多各种各样的事啊♡
なんか今日は、いいことがありそうな……,总觉得今天会有好事发生……
ざっけ……\n……や、やーん、どうしたんですか？,开什么……\n……噫，呀——，怎么了吗？
……何してるんですか？,……你在做什么呢？
こんなことをするために、\nふゆをアイドルにしたんですか……？,就为了做这种事，\n才让冬优成为偶像的吗……？
きゃ……っ\n……ふゆも触り返しちゃいますよ、えーい！,呀……\n……冬优要碰回去了哟，嘿——！
プロデューサーさん……\nふゆ、こういうのは……その……,制作人先生……\n冬优，对这种事情……那个……
ふゆなんて触っても楽しくないですよ……,冬优什么的就算被触碰也不会觉得开心的哟……
プロデューサーさん、\nそこにいますか……？,制作人先生，\n在那里吗……？
ふゆ、寂しいのは苦手です……\nプロデューサーさん……,冬优，最怕寂寞了……\n制作人先生……
……いない？\nいないんですか？\n……はぁー……,……不在？\n不在吗？\n……哈啊——……
あ、ちょうどいいとこに来た\nのど乾いたからお水ちょーだい,啊，来得正好\n喉咙好干，帮我递杯水
ふふんふーん……\n……あっ！　あんた、\nいつから見てたの！？,哼哼哼——……\n……啊！　你，\n什么时候开始看的！？
さーて\n今日もふゆの可愛さで\nみんなメロメロにしてやるわ！,接下来\n今天也要用冬优的可爱\n让大家沉迷于我！
……あんたの態度次第で、示談で済ましてあげる,……我会根据你的态度，决定要不要和你私下和解
なにすんのよ！\nこのバカ！　バカ！　……バカ！！,你在干什么啊！\n这个笨蛋！　笨蛋！　……笨蛋！！
ふゆなんて、触っても楽しくないでしょ……バカ,冬优什么的，就算被触碰也不会觉得开心吧……笨蛋
許すわけないけど、言い訳だけは聞いてあげる,虽然不会原谅你，但姑且还是听下你借口吧
女の子の体に触るなら、相応の順序ってものがあんでしょ！,如果要碰女孩子的身体的话，应该会有相应的顺序吧！
マッサージ？\nあんたがしたいなら、させてあげてもいいけど,按摩？如果你想做的话，让你做也无妨
ちょっと！\nふゆを放っぽって何してんのよ！,等等！\n放着冬优不管你在做什么啊！
ふゆを待たせるなんて、いい度胸してるわね,竟敢让冬优久等，胆子不小啊
……どこにいんのよ、バカ……,……你在哪里啊，笨蛋……

#爱依（缺少P模式高好感语音）,
お願いっていくつまでセーフだと思う！？　ありすぎて決まんないんだけど！,许愿一次能许几个来着！？愿望太多了没法决定啊！
白いままだと美味しくないからさぁ、うち、みたらしをお供えにしたわ！,因为这样白色的团子实在不怎么好吃，所以我们就把御手洗团子当成供品了！
仮装用のアイテム色々買ってきたわ！　プロデューサーも一緒にやろ！,买了很多变装用的物品！制作人也一起来吧！
やっぱ～、\nうちってゲーノー人の才能\nあるっぽくない？,果然~ \n咱有做艺人的才能\n不是吗?
ねぇねぇ、プロデューサー、\nちょっと聞いてよ～,制作人，\n听咱说啊~
ガンガン行くからね？\n覚悟してよ、プロデューサー！,要充满气势的上了哦？\n做好觉悟吧，制作人！
撫でんのはいいけどさ～\nセットが崩れないくらいで\nヨロシクね～♪,要摸的的话是可以啊~\n不过请不要弄乱发型哦\n拜托了呢～♪
許してあげたいけどさぁ\n……これはちょっと無理～,虽然是很想原谅你啊\n……但是这样还是有点不行～
だーから～、弱くないし～\n構ってほしいなら言いなよ～\n寂しがり屋さん♪,所以说啊~，咱又不怕这个~\n如果你是想让我来照顾你的话就跟咱说吧~容易寂寞的家伙♪
まさか！\nまた色落ちしてきてる\nカンジ！？,不会吧！\n难道感觉又在掉色了吗！？
うち、わざとなら\nフツーにキレるけど？,如果你是故意这么做话\n我会普通的生气哦？
別にくすぐりとか\n弱くないけど？\n何がしたいん？,咱也不是很怕痒的哦?\n所以你这是想做什么？
この光……届いてる？\nまだなら……絶対に\n届けてみせるから……！,这道光……传达到了吗？\n还没有的话……咱绝对会\n传达给你的……！
ついてこれてる？\n……大丈夫、みたいだね\nまだまだ終わらないから……！,还能跟上吗?\n……看起来，好像没问题呢\n不过还远远没有结束呢……!
クレープの後は\nプロデューサーに\n噛みついちゃおっかな～♪,这个可丽饼之后\n要不要给制作人咬一口呢～♪
シェアするなら\n『あ～ん』とか\nしてみちゃう～？,想要吃一口的话\n就『啊～嗯』什么的试一下如何～？
あたしだけに、ついてきて\nよそ見なんて、させないから,请只跟随咱一人\n咱不会让你看向其他方向的
オーダーをどうぞ、ご主人様,请下命令吧，我的主人
おっ、プロデューサー\n今日は何すんの～,噢，制作人\n今天要做什么呢～
調子？\nまぁフツーってカンジ？,状态？\n一般般吧？
さ、早くやること\nやっちゃお～,
マジ順調じゃん？,
うわ～……ないわ～……,
プロデューサー……\nうちのこと、\nどんな目で見てんの……？,
は？　マジで何？,
ん？　なんか用～？,嗯？有什么事～？
え～、\n構って欲しい的なやつ～？,诶～\n你是那种总想要人搭理的家伙吗～?
ちょ、プロデューサー、\n触りすぎだし！,等下，制作人，\n摸的太过了！
ヒマ～、\nなんか面白いことない～？,好无聊，\n就没什么有趣的事情吗～？
うわ、これちょーウケる～♪,
新しいアプリでも探そっと,找找新的应用软件吧
プロデューサーに褒めてもらえると、\n調子乗っちゃうじゃん～？　けど……\nアイドルも地道な努力が大切なんだね,被制作人夸奖\n就会得意忘形吧～？但是……\n对偶像来说勤恳的努力也很重要呢
この光が向かう先──\nあたしと一緒に、確かめて,
アハハ\n可愛い獲物……\n見～っけ♪,啊哈哈\n可爱的猎物……\n发～现♪
ねぇねぇ\n襲われる覚悟……\nできてる……？,我说你\n做好被袭击的……\n觉悟了吗……？

#透↓,
ちょっと出てくる\n──何かいる？,我出去一下\n──用帮你带什么吗？
ふふっ、疲れてるの？\n元気出さなきゃ,呵呵，累了吗？\n打起精神啊
……？\n見てただけ,……？\n只是看看而已
うん、いい予感がする。今日は,嗯，今天预感会很不错。
あんまり得意じゃないから\nこういうの……,不是很擅长啊\n这种事……
…………やめなよ,…………别这样
……言葉で言って\nなんか、言いたいんだったら,……有什么想说的话\n就直接说出来吧
なんか、優しくしてくれてる？,总感觉，对我很温柔？
ふふっ、何？\nやり返すから,呵呵，怎么了？\n我可要还击了哦
はいはい、何,嗯嗯，怎么了
──プロデューサー……帰ったのかな\n待ってて損した,──制作人……回去了吗\n白等了啊
なんか、待つのってそんなに得意じゃないかも\nでも……待ってるから,感觉，我不是很擅长等待\n但……我会等着的
忙しいのは知ってるけど\n──,虽然我知道你很忙\n──
ふぁ……\n──あ、ごめん,哈啊……\n啊，抱歉
お疲れ様\n頑張ろう,辛苦了\n加油吧
ねぇ\n……あれ、言うこと忘れた,那个\n……诶，忘了想说什么
え？,诶？
何？　最近ヘンだよ,怎么了？最近你很奇怪啊
もしかしてさ、\nそういう感じで触ってる？,难不成\n你是抱着那种想法来碰我的？
ん？,嗯?
ごめんね\nぶつかった？,抱歉\n碰到了？
言いたいこと、\n言ってくれていいから,有什么想说的，\n就直接说出来吧
ほら、頑張るよ\nプロデューサー,喂，振作点啊\n制作人
……あれ\nプロデューサー、サボり？,……咦\n制作人，在发呆？
おーい……\n──って、聞こえないか……,喂……\n──听不见吗……
アイドルってもっと特別な感じかと思ったけど\n学校と変わんないね,我本以为当上偶像后会有更特别的感觉\n结果和学校没什么区别啊
私、こうやって会えたこと\n嬉しいから,我，能像这样相遇\n很开心
てっぺん……\n近づいてるみたいな感じがするんだ,顶点……\n感觉更加接近了
──った……\n……何？,——啊……\n……有事吗？
……えっ,……诶？
え？\n──どしたの,诶？\n──怎么了？
なんか……\nふふっ\nありがと,总感觉……\n呵呵\n谢谢
──あー……\nふふ、ごめん\nぼーっとしてた,——啊……\n呵呵，抱歉\n发了会儿呆
ちょ……──\nえ……っ,这……——\n诶……
──わっ……\nふふっ\n……びっくりした,——哇……\n呵呵\n……吓我一跳

#圆香↓,
……お疲れ様です,……辛苦了
用件だけお願いします,安排工作就好
私からは何も,我没有什么要说
……何か掴めそう,……好像能掌握些什么
……ゴミクズ以下,……垃圾都不如
……ふふっ\n檻に入れてあげる,……呵呵\n等着进监狱吧
あ？,啊？
ああ、やっぱりね,啊啊，我就知道
は？,哈？
邪魔,碍眼
あ、お構いなく,啊，不用和我客气
やることないなら\n帰りますが,没什么事的话\n我回去了
ん、オッケー,嗯，OK
おはようございます,早上好
ま、それなりに,还行吧
今日、浅倉は？,今天，浅仓呢？
……哀れですね,……真是可怜呢
……はい、おしまい,……好，结束了
……バカ,……笨蛋
っ……！？,……！？
最悪,差劲
許可してない,我没有允许
テレビつけますよ,我开下电视
……雛菜のスタンプ、うるさ,……雏菜的信息，好吵
……ふふ、小糸はもう,
……樋口円香です\nよろしくお願いします,……我是樋口圆香\n请多多指教
笑っておけばなんとかなる\nアイドルって楽な商売,只要笑给大家看就什么都能解决\n偶像真是门轻松的生意
クレイジーな人ですね\n勝算のない賭けに興じるなんて,真是个疯子啊\n竟然对没有胜算的赌注感兴趣
努力に意味とかないですよ\nそれを褒めるのって身内だけでしょ？\n……私は結果がまあまあなら十分です,努力没有什么意义\n只有自己人会夸奖这点吧？\n……对我来说只要结果还行就足够了
うわ……,哇……
……好奇心は猫を？,好奇怎么猫……？
離れて、変態,离我远点，变态
心外、私が喜ぶとでも？,真是意外，你以为我会开心？
ダメ,不行
別に屋上から街を見ていただけです。暇だったから。……あなたはすべての行動に理由があるの？,就只是在屋顶上看看街道而已。因为很闲。你所有的行动都存在理由吗？
あそこに廃墟があるでしょ。ああいうのを見ると、それが建てられた日のことを思う。……思わない？　そう,那里有废墟吧。一看见那里，就会想起它建起来的那天。……不会这么想？这样啊
……さむ,好冷

#约定对话,
いいよ,没问题
ごめん,抱歉
では、よろしくお願いします,那就拜托你了
はい、わかりました\nあなたが無能だということが,好的，我知道了\n你是个无能的人这件事
私も色々とやることがあるので,我也有很多事情要做
今週は休みでいいですか,这周可以休息吗
一週間後、休みでいいですか,一周后可以休息吗
二週間後、休みでいいですか,两周后可以休息吗
はい、ゆっくりと休めました\n……これ以上のことはプライベートなので,嗯，好好休息了\n……除此之外的事就是我的个人隐私了
ふぁ、ねむ……,呼啊，好困……
ねえ、ミスター・馬車馬,我说，Mr.拉车马
あなたと違って、人間には休みが必要なんです\n言葉……わかります？,和你不一样，人类是需要休息的\n人话……听得懂吗？
スケジュールの相談です,想和你商量一下日程安排
今週、ボーカルレッスンを入れられますか,这周能上声乐课吗
一週間後、ボーカルレッスンを入れられますか,一周后能上声乐课吗
二週間後、ボーカルレッスンを入れられますか,两周后能上声乐课吗
ボーカルレッスン終わりました\n上達……？　さあ、どうでしょうね,上完声乐课了\n唱功进步了没有……？ 谁知道呢
講師の方には褒めてもらえるので、\nまあまあなんじゃないですか,得到了老师的称赞，\n还行吧
約束を忘れるとか、ないですね,你不会是忘记约定了吧
……本当ありえない,……真是难以置信
私のスケジュールなんですが,关于我的日程安排
今週、ダンスレッスンでお願いします,这周请安排舞蹈课
一週間後、ダンスレッスンでお願いします,一周后请安排舞蹈课
二週間後、ダンスレッスンでお願いします,两周后请安排舞蹈课
ダンスレッスン終わりました\n特に問題ありません,上完舞蹈课了\n没有什么问题
……ふう、シャワー浴びたい,……呼，想去洗澡
ここは本当にいい事務所ですね,这家事务所真不错呢
約束のひとつも守れない社員をクビにしないなんて,一个约定都遵守不了的员工，也不会被解雇
あ、そうだ,啊，对了
今週、ビジュアルレッスンにできますか,这周能上形象课吗
一週間後、ビジュアルレッスンにできますか,一周后能上形象课吗
二週間後、ビジュアルレッスンにできますか,两周后能上形象课吗
ビジュアルレッスン終わりました\n今回はスキンケアと、目元のメイクと──,上完形象课了\n这次是肌肤护理，眼妆还有——
……感想とかやめてもらえます？\nあなたのためじゃないので,……可以不要说感想吗？\n做这些并不是为了你
ああ、そう,啊，是吗
……ふうん,……哼
今回はダメでしたね,这次做的不好
という報告です。お疲れ様でした,就是这样。辛苦了

#小糸↓,
みんな、わたしがいないとだめなんですよー！,大家没了我，就变得不行了啊——！
ぴゃ……！？\nぷ、プロデューサーさん……,呀……！？\n制作人先生……
い、いえ！　わたしはよゆーですよ\n全然平気です！,没、没有！　对我来说就是小菜一碟\n完全没问题！
ぴゃ！？\nななななんですか……！,呀！？\n怎怎怎怎么了……！
ぴぇ……！？,呀……！？
ぴゃ！？\nどどどどうしました……？,呀！？\n怎怎怎怎么了……？
も、もう……！\nう、嬉しくないですよ……！,真、真是的……！\n我、我并不会高兴哦……！
なななな……！\nや、やめてください……！,什什什什……！\n请、请不要这样……！
びびびっくりしました……！\nもう……！,吓吓吓我一跳……！\n真是的……！
えっと……ですね……\nあの……,
ぴぇ！？　や、やった……！\n──あっ、い、いえ……！\nこのくらい当然です！,呀！？太、太好啦……！\n──啊，没、没有……！\n能够做到是理所当然的！
ぴゃ！？\nわわわわたしに何か……！,呀! ？\n找找找找我有什么事吗……！
あ、え、えっと……\nみんなは……？,啊，诶，呃……\n大家呢……？
すっごく頑張れそうです……！,感觉自己充满干劲……！
え……\nえっと……,哎……\n那个……
えっと……ですね……\nあの……,就是……啊……\n那个……
あ、あの……\nなんですか……,那，那个……\n怎么了吗……
……あの\nやめてください,……那个\n请不要这样
ぴゃ！？\nななななんですか……！？,呀! ？\n干干干干什么呀……! ？
ぴぇ！？\nななな何するんですか……！？,耶! ？\n你你你你在做什么啊……! ？
ややややめてください……！,请请请请不要这样……！
あ、あの……\nど、どうしたんですか……？,那，那个……\n怎、怎么了吗……？
わ、わたしは……\nど、どうしたら……,我，我……\n该、该怎么办……
…………\nえっと、ですね……,…………\n打扰，一下……
あっ、プロデューサーさんじゃ\nないですかー！,啊，这不是制作人先生嘛！

プロデューサーさんには\nわたしがついててあげます！,

わたしがいないとだめだめですもん\nプロデューサーさん！,制作人先生没有我在的话\n就不行了呀！
な、何してるんですか\nプロデューサーさんー！,你，你在做什么\n制作人先生！
お、怒りますよ……！\nプロデューサーさん！,我、我可要生气了……！\n制作人先生！
も、もう！　許しませんよ\nプロデューサーさん！,哼！ 饶不了你哦\n制作人先生！
な、なんですか\nプロデューサーさん……！,有，有什么事吗\n制作人……！
な、撫でないでください……！,不，不要摸我……！
こ、子ども扱いしてませんか……！,把，把我当小孩子吗……！
あの、プロデューサーさんー！\nどうしちゃったんですかー？,那个，制作人先生！\n？发生什么事了吗？
そろそろレッスンはじめませんか\nプロデューサーさんー！,差不多该到上课的时间了\n制作人先生！
みんなは今日\n何してるのかな……,大家今天\n在干什么呢……


#雏菜↓,
あは～\nお疲れさまです～,啊哈～\n辛苦了～
ん～～～？\nあ、プロデューサー,嗯～～～？\n啊，制作人
今日も楽しく\nしあわせ～♡,今天也要快乐\n又幸福～♡
うわ、\nえ～……,呜哇，\n诶～……
へ～～～……,诶～～～……
あ～～～……\nそういう感じ？,啊～～～……\n是这种感觉吗？
え～、\n何～～～？,诶～，\n干什么～～～？
ん～～～\nよくないですよ～,嗯～～～\n不太好哦～
